41.7143502,-86.2418689
41.7143515,-86.2418686
41.7143516,-86.2418686
41.7143519,-86.2418691
41.714355,-86.2418796
41.7143605,-86.241896
41.7143692,-86.2419203
41.7143795,-86.2419515
41.7143913,-86.2419873
41.714408,-86.2420378
41.7144224,-86.2420822
41.7144379,-86.2421291
41.7144538,-86.2421778
41.7144702,-86.2422274
41.7144871,-86.2422778
41.7145081,-86.2423417
41.7145252,-86.2423932
41.714538,-86.242432
41.7145594,-86.2424971
41.7145766,-86.2425494
41.7145937,-86.2426018
41.7146152,-86.2426676
41.7146323,-86.2427203
41.7146492,-86.242773
41.7146662,-86.2428257
41.7146832,-86.2428786
41.7147005,-86.2429317
41.7147219,-86.2429977
41.7147392,-86.2430507
41.7147562,-86.2431029
41.7147721,-86.2431513
41.7147858,-86.2431926
41.7147962,-86.2432243
41.7148028,-86.2432444
41.7148055,-86.2432519
41.7148067,-86.2432554
41.7148065,-86.243255
41.7148057,-86.2432522
41.714805,-86.2432499
41.7148013,-86.2432358
41.7147967,-86.2432151
41.7147907,-86.2431861
41.7147843,-86.2431525
41.71478,-86.2431187
41.7147762,-86.2430894
41.7147716,-86.2430629
41.7147693,-86.243052
41.714768,-86.2430472
41.7147672,-86.243045
41.7147669,-86.2430451
41.714767,-86.2430463
41.7147671,-86.2430482
41.7147674,-86.2430498
41.7147674,-86.2430501
41.7147656,-86.2430432
41.7147617,-86.2430296
41.7147571,-86.2430133
41.7147539,-86.2430011
41.7147533,-86.2429948
41.7147569,-86.2429811
41.7147614,-86.2429635
41.7147645,-86.2429538
41.7147662,-86.2429503
41.7147692,-86.2429464
41.7147778,-86.2429405
41.7147898,-86.2429313
41.7147982,-86.2429261
41.7148015,-86.2429244
41.7148041,-86.2429226
41.7148056,-86.2429135
41.7148075,-86.2428963
41.7148103,-86.2428709
41.7148135,-86.2428291
41.7148163,-86.2427901
41.7148193,-86.2427467
41.7148233,-86.2426877
41.7148263,-86.2426417
41.7148289,-86.2426015
41.714831,-86.2425699
41.7148325,-86.2425493
41.7148332,-86.2425409
41.7148337,-86.2425368
41.714834,-86.242537
41.7148342,-86.242538
41.7148365,-86.2425336
41.7148407,-86.2425235
41.7148455,-86.2425115
41.7148475,-86.2425058
41.7148481,-86.2425022
41.7148449,-86.2424917
41.7148401,-86.2424756
41.714836,-86.2424628
41.7148343,-86.2424587
41.7148321,-86.2424549
41.7148238,-86.2424473
41.7148134,-86.2424372
41.7148075,-86.2424328
41.7148045,-86.2424304
41.7148027,-86.2424279
41.7148017,-86.2424177
41.7147995,-86.2424001
41.714797,-86.2423741
41.7147939,-86.2423408
41.7147906,-86.2423027
41.714787,-86.24226
41.7147819,-86.2422015
41.714778,-86.2421545
41.7147745,-86.2421122
41.7147715,-86.2420782
41.7147692,-86.2420541
41.714768,-86.242043
41.7147677,-86.2420376
41.7147676,-86.242037
41.7147676,-86.2420381
41.7147659,-86.2420339
41.7147622,-86.2420234
41.7147566,-86.2420068
41.7147544,-86.242001
41.7147536,-86.2419969
41.7147565,-86.2419861
41.7147612,-86.2419696
41.7147648,-86.2419576
41.7147669,-86.2419524
41.7147689,-86.241949
41.7147767,-86.2419432
41.7147884,-86.2419342
41.7147975,-86.2419281
41.7148012,-86.2419263
41.7148039,-86.2419246
41.714806,-86.2419128
41.7148084,-86.2418944
41.7148115,-86.2418678
41.7148146,-86.2418341
41.7148178,-86.2417957
41.714822,-86.2417411
41.7148254,-86.2416936
41.7148284,-86.2416469
41.7148309,-86.2416058
41.7148323,-86.2415731
41.7148328,-86.241548
41.7148327,-86.241541
41.7148325,-86.2415378
41.7148321,-86.2415378
41.7148321,-86.241539
41.7148343,-86.2415354
41.7148401,-86.2415227
